customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C026906,114,4,36104.26,1,3,3,7,Regular
C026907,9,7,89001.56999999999,5,5,5,15,Champions
C026908,5,1,22689.6,5,1,2,8,Regular
C026909,19,4,103955.04999999999,4,3,5,12,Regular
C026910,58,5,80821.59,2,4,4,10,At Risk
C026911,19,9,140462.5,4,5,5,14,Champions
C026912,5,8,92362.72,5,5,5,15,Champions
C026913,30,2,3805.05,3,1,1,5,Regular
C026914,268,1,24737.43,1,1,2,4,Churn Risk
C026915,50,2,11839.71,2,1,1,4,Churn Risk
C026916,2,7,61117.88,5,5,4,14,Champions
C026917,19,5,74631.66,4,4,4,12,Champions
C026918,3,8,55367.4,5,5,3,13,Regular
C026919,79,7,180881.16,2,5,5,12,At Risk
C026920,80,2,2357.09,2,1,1,4,Churn Risk
C026921,60,2,18732.68,2,1,2,5,Churn Risk
C026922,1,5,49848.9,5,4,3,12,Regular
C026923,5,4,57347.05,5,3,4,12,Regular
C026924,3,4,49055.6,5,3,3,11,Regular
C026925,83,3,39018.58,1,2,3,6,Regular
C026926,26,4,66173.31999999999,3,3,4,10,Regular
C026927,225,3,46679.630000000005,1,2,3,6,Regular
C026928,6,6,111736.92,5,4,5,14,Champions
C026929,79,2,11757.759999999998,2,1,1,4,Churn Risk
C026930,563,1,11773.33,1,1,1,3,Churn Risk
C026931,19,6,48107.2,4,4,3,11,Regular
C026932,6,3,5719.61,5,2,1,8,Regular
C026933,260,3,49164.17,1,2,3,6,Regular
C026934,19,5,24069.52,4,4,2,10,Loyal
C026935,6,6,48200.43,5,4,3,12,Regular
C026936,2,4,11442.279999999999,5,3,1,9,Loyal
C026937,45,5,85327.93,2,4,4,10,At Risk
C026938,50,2,2031.75,2,1,1,4,Churn Risk
C026939,19,6,69529.98,4,4,4,12,Champions
C026940,19,4,32984.71,4,3,2,9,Loyal
C026941,19,6,21698.629999999997,4,4,2,10,Loyal
C026942,51,5,78911.8,2,4,4,10,At Risk
C026943,16,6,73252.68000000001,4,4,4,12,Champions
C026944,19,8,86968.29000000001,4,5,4,13,Champions
C026945,19,6,33831.43,4,4,3,11,Regular
C026946,312,4,44277.36,1,3,3,7,Regular
C026947,9,5,59168.4,5,4,4,13,Champions
C026948,2,5,54509.61,5,4,3,12,Regular
C026949,225,4,1787.5,1,3,1,5,Regular
C026950,2,8,104175.72,5,5,5,15,Champions
C026951,53,7,59247.18,2,5,4,11,At Risk
C026952,16,5,115350.84,4,4,5,13,Champions
C026953,19,5,39650.25,4,4,3,11,Regular
C026954,45,2,11948.01,2,1,1,4,Churn Risk
C026955,79,2,50868.72,2,1,3,6,Regular
C026956,63,2,4188.94,2,1,1,4,Churn Risk
C026957,23,6,76213.46,3,4,4,11,Regular
C026958,16,2,6743.29,4,1,1,6,Regular
C026959,53,6,44185.97,2,4,3,9,Regular
C026960,14,3,21116.940000000002,4,2,2,8,Regular
C026961,14,4,26582.04,4,3,2,9,Loyal
C026962,36,5,22422.07,2,4,2,8,Regular
C026963,47,7,106905.39,2,5,5,12,At Risk
C026964,12,7,66783.44,4,5,4,13,Champions
C026965,8,4,20936.27,5,3,2,10,Loyal
C026966,110,3,12926.42,1,2,1,4,Churn Risk
C026967,1,9,110885.95000000001,5,5,5,15,Champions
C026968,13,5,68173.1,4,4,4,12,Champions
C026969,15,7,55042.35,4,5,3,12,Regular
C026970,117,4,125170.87,1,3,5,9,Regular
C026971,6,4,53133.94,5,3,3,11,Regular
C026972,35,4,114023.73,3,3,5,11,Regular
C026973,10,4,52524.31,4,3,3,10,Regular
C026974,16,4,29797.589999999997,4,3,2,9,Loyal
C026975,201,1,7960.04,1,1,1,3,Churn Risk
C026976,45,5,57921.630000000005,2,4,4,10,At Risk
C026977,2,5,33657.0,5,4,3,12,Regular
C026978,50,5,80375.42,2,4,4,10,At Risk
C026979,9,5,18864.760000000002,5,4,2,11,Loyal
C026980,86,5,47103.62,1,4,3,8,Regular
C026981,10,6,66637.46,4,4,4,12,Champions
C026982,84,7,136033.0,1,5,5,11,At Risk
C026983,239,3,25182.39,1,2,2,5,Churn Risk
C026984,23,4,29475.23,3,3,2,8,Regular
C026985,4,7,102284.12,5,5,5,15,Champions
C026986,13,5,22014.0,4,4,2,10,Loyal
C026987,11,4,35826.99,4,3,3,10,Regular
C026988,5,4,58330.71000000001,5,3,4,12,Regular
C026989,22,7,66925.17,3,5,4,12,Regular
C026990,58,4,27637.4,2,3,2,7,Regular
C026992,11,4,102230.6,4,3,5,12,Regular
C026993,19,4,30640.37,4,3,2,9,Loyal
C026994,32,5,58842.84,3,4,4,11,Regular
C026995,211,4,39037.81,1,3,3,7,Regular
C026996,21,7,197196.02,3,5,5,13,Regular
C026997,1,5,103522.99,5,4,5,14,Champions
C026998,55,3,13558.91,2,2,1,5,Churn Risk
C026999,73,5,38038.03,2,4,3,9,Regular
C027000,50,3,46432.91,2,2,3,7,Regular
C027001,3,7,42745.13,5,5,3,13,Regular
C027002,79,2,21493.61,2,1,2,5,Churn Risk
C027003,9,3,44448.16,5,2,3,10,Regular
C027004,50,4,25055.24,2,3,2,7,Regular
C027005,80,5,24230.21,2,4,2,8,Regular
C027006,99,7,38083.57,1,5,3,9,Regular
C027007,35,4,24909.579999999998,3,3,2,8,Regular
C027008,14,8,65930.62,4,5,4,13,Champions
C027009,322,1,7556.59,1,1,1,3,Churn Risk
C027010,5,4,29772.53,5,3,2,10,Loyal
C027011,19,4,49813.84,4,3,3,10,Regular
C027012,19,5,79678.82,4,4,4,12,Champions
C027013,113,4,32798.04,1,3,2,6,Regular
C027014,241,4,65121.92,1,3,4,8,Regular
C027015,90,6,35392.14,1,4,3,8,Regular
C027016,17,8,112689.09,4,5,5,14,Champions
C027017,3,6,83032.74,5,4,4,13,Champions
C027018,97,4,49152.27,1,3,3,7,Regular
C027019,28,5,65655.6,3,4,4,11,Regular
C027020,5,5,44861.03,5,4,3,12,Regular
C027021,99,2,8606.36,1,1,1,3,Churn Risk
C027022,6,4,85215.07,5,3,4,12,Regular
C027023,7,3,24123.93,5,2,2,9,Regular
C027024,9,6,88325.98,5,4,5,14,Champions
C027025,598,1,12889.14,1,1,1,3,Churn Risk
C027026,46,6,91241.69,2,4,5,11,At Risk
C027027,14,4,64305.71,4,3,4,11,Regular
C027028,5,5,64998.25,5,4,4,13,Champions
C027029,5,2,41368.19,5,1,3,9,Regular
C027030,10,2,16687.11,4,1,2,7,Regular
C027031,19,8,84435.88,4,5,4,13,Champions
C027032,27,5,18249.899999999998,3,4,2,9,Regular
C027033,29,7,88458.74,3,5,5,13,Regular
C027034,14,6,76764.28,4,4,4,12,Champions
C027035,72,3,29816.07,2,2,2,6,Churn Risk
C027036,6,5,81903.40000000001,5,4,4,13,Champions
C027037,31,7,205807.12,3,5,5,13,Regular
C027038,1,5,68661.41,5,4,4,13,Champions
C027039,18,3,4892.57,4,2,1,7,Regular
C027040,92,2,14273.73,1,1,1,3,Churn Risk
C027041,19,5,104583.85,4,4,5,13,Champions
C027042,217,3,3684.3599999999997,1,2,1,4,Churn Risk
C027043,22,6,37156.58,3,4,3,10,Regular
C027044,203,4,105346.24,1,3,5,9,Regular
C027045,4,6,101812.68,5,4,5,14,Champions
C027046,45,5,36057.08,2,4,3,9,Regular
C027047,208,6,49977.350000000006,1,4,3,8,Regular
C027048,22,5,111530.07,3,4,5,12,Regular
C027049,5,3,7523.179999999999,5,2,1,8,Regular
C027051,37,7,93013.72,2,5,5,12,At Risk
C027052,19,4,156107.44999999998,4,3,5,12,Regular
C027053,39,5,86306.36,2,4,4,10,At Risk
C027054,53,5,64290.90000000001,2,4,4,10,At Risk
C027055,6,6,90176.43,5,4,5,14,Champions
C027056,27,3,45284.33,3,2,3,8,Regular
C027057,21,7,120834.75,3,5,5,13,Regular
C027058,74,2,46525.23,2,1,3,6,Regular
C027059,82,4,19319.87,2,3,2,7,Regular
C027060,15,2,27649.32,4,1,2,7,Regular
C027061,120,1,4364.1,1,1,1,3,Churn Risk
C027062,31,4,87600.11,3,3,4,10,Regular
C027063,7,2,11164.210000000001,5,1,1,7,Regular
C027064,29,5,36068.979999999996,3,4,3,10,Regular
C027065,33,5,41148.229999999996,3,4,3,10,Regular
C027066,19,6,24481.63,4,4,2,10,Loyal
C027067,25,3,50294.95,3,2,3,8,Regular
C027068,76,3,18969.190000000002,2,2,2,6,Churn Risk
C027069,21,3,76592.65,3,2,4,9,Regular
C027070,22,6,24872.739999999998,3,4,2,9,Regular
C027071,88,4,37634.39,1,3,3,7,Regular
C027072,4,6,90821.67,5,4,5,14,Champions
C027073,0,2,34984.72,5,1,3,9,Regular
C027074,9,6,50436.240000000005,5,4,3,12,Regular
C027075,19,4,43093.64,4,3,3,10,Regular
C027076,262,3,24087.55,1,2,2,5,Churn Risk
C027077,19,4,6146.87,4,3,1,8,Loyal
C027078,27,3,16872.760000000002,3,2,2,7,Regular
C027079,3,7,144907.34,5,5,5,15,Champions
C027080,29,2,21639.65,3,1,2,6,Regular
C027081,70,2,5143.46,2,1,1,4,Churn Risk
C027082,77,4,50581.270000000004,2,3,3,8,Regular
C027083,8,9,122614.13,5,5,5,15,Champions
C027084,7,6,60978.17,5,4,4,13,Champions
C027085,31,4,75988.14,3,3,4,10,Regular
C027086,17,5,38422.38,4,4,3,11,Regular
C027087,2,2,30599.239999999998,5,1,2,8,Regular
C027088,13,5,91837.86,4,4,5,13,Champions
C027089,19,2,9312.460000000001,4,1,1,6,Regular
C027090,32,5,45632.29,3,4,3,10,Regular
C027091,18,4,58144.87,4,3,4,11,Regular
C027092,6,2,41925.11,5,1,3,9,Regular
C027093,53,4,66844.8,2,3,4,9,Regular
C027094,10,3,50922.92999999999,4,2,3,9,Regular
C027095,19,5,41067.36,4,4,3,11,Regular
C027096,35,1,295.19,3,1,1,5,Regular
C027097,19,5,15029.03,4,4,1,9,Loyal
C027098,253,2,6454.599999999999,1,1,1,3,Churn Risk
C027099,26,4,46269.9,3,3,3,9,Regular
C027100,53,5,33199.99,2,4,2,8,Regular
C027101,10,5,78002.56,4,4,4,12,Champions
C027102,23,4,50054.2,3,3,3,9,Regular
C027103,149,3,35189.54,1,2,3,6,Regular
C027104,577,1,11652.55,1,1,1,3,Churn Risk
C027105,5,2,1799.29,5,1,1,7,Regular
C027106,12,7,100293.48,4,5,5,14,Champions
C027107,6,6,81615.6,5,4,4,13,Champions
C027108,88,2,115455.23,1,1,5,7,Regular
C027109,44,3,12234.730000000001,2,2,1,5,Churn Risk
C027110,8,3,14952.14,5,2,1,8,Regular
C027111,362,1,24215.07,1,1,2,4,Churn Risk
C027112,19,5,48950.42,4,4,3,11,Regular
C027113,348,2,29892.04,1,1,2,4,Churn Risk
C027114,52,4,35106.55,2,3,3,8,Regular
C027115,114,4,36016.1,1,3,3,7,Regular
C027116,10,3,10452.99,4,2,1,7,Regular
C027117,2,4,54228.75,5,3,3,11,Regular
C027118,70,6,57207.2,2,4,4,10,At Risk
C027119,14,3,21445.1,4,2,2,8,Regular
C027120,18,5,49724.67,4,4,3,11,Regular
C027121,9,4,44410.41,5,3,3,11,Regular
C027122,31,3,51626.36,3,2,3,8,Regular
C027123,32,7,189151.96,3,5,5,13,Regular
C027124,51,2,24670.34,2,1,2,5,Churn Risk
C027125,181,3,75116.93000000001,1,2,4,7,Regular
C027126,146,6,101500.88,1,4,5,10,At Risk
C027127,113,2,27906.45,1,1,2,4,Churn Risk
C027128,3,4,42168.47,5,3,3,11,Regular
C027129,19,4,23819.910000000003,4,3,2,9,Loyal
C027130,19,5,98496.72,4,4,5,13,Champions
C027131,19,4,87365.41,4,3,4,11,Regular
C027132,29,6,51722.22,3,4,3,10,Regular
C027133,13,3,15750.539999999997,4,2,2,8,Regular
C027134,21,3,80899.64,3,2,4,9,Regular
C027135,5,6,76992.09000000001,5,4,4,13,Champions
C027136,2,6,61690.44,5,4,4,13,Champions
C027137,50,5,17616.93,2,4,2,8,Regular
C027138,9,8,118666.8,5,5,5,15,Champions
C027139,19,6,59666.18,4,4,4,12,Champions
C027140,84,5,118708.18000000001,1,4,5,10,At Risk
C027141,7,6,34295.7,5,4,3,12,Regular
C027142,48,6,74111.51,2,4,4,10,At Risk
C027143,0,9,141721.88,5,5,5,15,Champions
C027144,404,1,3206.83,1,1,1,3,Churn Risk
C027145,19,5,53352.26,4,4,3,11,Regular
C027147,8,5,36117.53,5,4,3,12,Regular
C027148,27,9,128910.72,3,5,5,13,Regular
C027149,259,1,9475.3,1,1,1,3,Churn Risk
C027150,287,2,29392.13,1,1,2,4,Churn Risk
C027151,10,4,31995.25,4,3,2,9,Loyal
C027152,32,6,136797.44,3,4,5,12,Regular
C027153,8,2,11164.189999999999,5,1,1,7,Regular
C027154,120,3,6992.570000000001,1,2,1,4,Churn Risk
C027155,490,1,1441.31,1,1,1,3,Churn Risk
C027156,25,4,28665.18,3,3,2,8,Regular
C027157,294,3,58228.380000000005,1,2,4,7,Regular
C027158,19,7,59135.619999999995,4,5,4,13,Champions
C027159,257,1,10802.630000000001,1,1,1,3,Churn Risk
C027160,190,1,22041.5,1,1,2,4,Churn Risk
C027161,14,6,158389.24,4,4,5,13,Champions
C027162,24,5,30904.370000000003,3,4,2,9,Regular
C027163,4,4,20543.43,5,3,2,10,Loyal
C027164,13,5,89545.32,4,4,5,13,Champions
C027165,79,3,56112.81,2,2,4,8,Regular
C027166,356,1,367.23,1,1,1,3,Churn Risk
C027167,160,1,17432.21,1,1,2,4,Churn Risk
C027168,1,5,29480.93,5,4,2,11,Loyal
C027169,230,1,33819.31,1,1,3,5,Regular
C027170,19,7,102271.40000000001,4,5,5,14,Champions
C027171,12,3,15230.169999999998,4,2,1,7,Regular
C027172,8,4,16494.93,5,3,2,10,Loyal
C027173,5,6,172156.38,5,4,5,14,Champions
C027174,31,5,49248.35,3,4,3,10,Regular
C027175,5,4,94213.7,5,3,5,13,Regular
C027176,187,2,18060.57,1,1,2,4,Churn Risk
C027177,7,5,59787.08,5,4,4,13,Champions
C027178,5,4,44335.979999999996,5,3,3,11,Regular
C027179,8,4,72703.54000000001,5,3,4,12,Regular
C027180,413,1,19886.88,1,1,2,4,Churn Risk
C027181,19,3,11265.1,4,2,1,7,Regular
C027182,71,5,35610.86,2,4,3,9,Regular
C027183,13,5,38074.0,4,4,3,11,Regular
C027184,94,4,36581.78,1,3,3,7,Regular
C027185,29,3,2127.9500000000003,3,2,1,6,Regular
C027186,96,4,92684.75,1,3,5,9,Regular
C027187,117,4,52803.88,1,3,3,7,Regular
C027188,13,3,34361.03,4,2,3,9,Regular
C027189,40,4,83325.07,2,3,4,9,Regular
C027190,21,9,106631.97,3,5,5,13,Regular
C027191,60,5,50279.87,2,4,3,9,Regular
C027192,53,4,53162.57,2,3,3,8,Regular
C027193,20,3,109199.14,3,2,5,10,Regular
C027194,20,2,13184.0,3,1,1,5,Regular
C027195,12,3,30857.08,4,2,2,8,Regular
C027196,12,5,23591.76,4,4,2,10,Loyal
C027197,50,6,42157.36,2,4,3,9,Regular
C027198,50,4,41630.78,2,3,3,8,Regular
C027199,105,5,128133.34,1,4,5,10,At Risk
C027200,39,4,16380.11,2,3,2,7,Regular
C027201,50,5,30348.44,2,4,2,8,Regular
C027202,439,2,15004.76,1,1,1,3,Churn Risk
C027203,100,5,41972.9,1,4,3,8,Regular
C027204,214,5,48798.45,1,4,3,8,Regular
C027205,13,5,20234.22,4,4,2,10,Loyal
C027206,60,5,102056.69,2,4,5,11,At Risk
C027207,2,4,60970.28,5,3,4,12,Regular
C027208,50,6,41147.56,2,4,3,9,Regular
C027209,7,5,79411.75,5,4,4,13,Champions
C027210,19,2,17423.16,4,1,2,7,Regular
C027211,22,6,69537.31999999999,3,4,4,11,Regular
C027212,12,2,241.98000000000002,4,1,1,6,Regular
C027213,4,3,32271.489999999998,5,2,2,9,Regular
C027214,19,3,63645.18,4,2,4,10,Growth
C027215,14,4,16814.129999999997,4,3,2,9,Loyal
C027216,27,3,42746.27,3,2,3,8,Regular
C027217,50,6,46192.82,2,4,3,9,Regular
C027218,16,3,17924.850000000002,4,2,2,8,Regular
C027219,31,6,90165.4,3,4,5,12,Regular
C027220,0,3,34477.55,5,2,3,10,Regular
C027221,31,3,21318.120000000003,3,2,2,7,Regular
C027222,16,5,44819.76,4,4,3,11,Regular
C027223,0,8,47648.159999999996,5,5,3,13,Regular
C027225,9,3,34308.76,5,2,3,10,Regular
C027226,1,3,82214.57,5,2,4,11,Growth
C027227,33,5,59439.59,3,4,4,11,Regular
C027228,19,4,32525.67,4,3,2,9,Loyal
C027229,8,5,66504.68,5,4,4,13,Champions
C027230,47,5,50891.39,2,4,3,9,Regular
C027231,0,5,16810.870000000003,5,4,2,11,Loyal
C027232,71,9,145070.45,2,5,5,12,At Risk
C027233,16,5,81169.93,4,4,4,12,Champions
C027234,12,7,25235.85,4,5,2,11,Loyal
C027235,110,4,24159.37,1,3,2,6,Regular
C027236,11,9,127651.36,4,5,5,14,Champions
C027237,46,8,58314.56,2,5,4,11,At Risk
C027238,7,6,99057.12,5,4,5,14,Champions
C027239,33,6,69064.9,3,4,4,11,Regular
C027240,57,4,33385.71,2,3,2,7,Regular
C027241,5,4,120434.6,5,3,5,13,Regular
C027242,39,2,20376.07,2,1,2,5,Churn Risk
C027243,353,2,43952.99,1,1,3,5,Regular
C027244,19,7,69017.97,4,5,4,13,Champions
C027245,18,6,120948.79,4,4,5,13,Champions
C027246,19,5,114162.44000000002,4,4,5,13,Champions
C027247,19,6,102572.84,4,4,5,13,Champions
C027248,24,6,132892.82,3,4,5,12,Regular
C027249,7,4,52639.29,5,3,3,11,Regular
C027250,65,2,15367.619999999999,2,1,2,5,Churn Risk
C027251,25,5,42994.229999999996,3,4,3,10,Regular
C027252,317,4,24011.34,1,3,2,6,Regular
C027253,49,5,33897.74,2,4,3,9,Regular
C027254,50,8,44094.88,2,5,3,10,Regular
C027255,12,5,58092.53,4,4,4,12,Champions
C027256,93,6,48534.909999999996,1,4,3,8,Regular
C027257,202,5,57200.2,1,4,4,9,At Risk
C027258,11,4,55793.98,4,3,4,11,Regular
C027259,13,9,43463.28,4,5,3,12,Regular
C027260,89,5,59644.99,1,4,4,9,At Risk
C027261,5,5,25671.29,5,4,2,11,Loyal
C027262,50,4,87065.41,2,3,4,9,Regular
C027263,7,4,77509.91,5,3,4,12,Regular
C027264,31,4,38771.14,3,3,3,9,Regular
C027265,33,5,42570.11,3,4,3,10,Regular
C027266,18,4,65789.23,4,3,4,11,Regular
C027267,2,8,63105.26,5,5,4,14,Champions
C027268,50,5,96250.56,2,4,5,11,At Risk
C027269,1,5,98766.96,5,4,5,14,Champions
C027270,10,5,85630.69,4,4,4,12,Champions
C027271,19,5,29994.14,4,4,2,10,Loyal
C027272,0,3,34047.87,5,2,3,10,Regular
C027273,3,7,61085.31,5,5,4,14,Champions
C027274,59,5,84146.26,2,4,4,10,At Risk
C027275,10,2,26652.1,4,1,2,7,Regular
C027276,241,1,11559.58,1,1,1,3,Churn Risk
C027277,104,3,29856.95,1,2,2,5,Churn Risk
C027278,90,3,28824.050000000003,1,2,2,5,Churn Risk
C027279,3,9,133292.41,5,5,5,15,Champions
C027280,9,9,211330.3,5,5,5,15,Champions
C027281,193,3,4590.8,1,2,1,4,Churn Risk
C027282,28,4,52878.39,3,3,3,9,Regular
C027283,6,6,75403.89,5,4,4,13,Champions
C027284,56,7,164548.75999999998,2,5,5,12,At Risk
C027285,23,6,79791.24,3,4,4,11,Regular
C027286,380,3,12190.66,1,2,1,4,Churn Risk
C027287,36,4,45404.719999999994,2,3,3,8,Regular
C027288,150,3,84536.07999999999,1,2,4,7,Regular
C027289,124,5,38051.16,1,4,3,8,Regular
C027290,19,5,111364.33,4,4,5,13,Champions
C027292,10,7,98014.93000000001,4,5,5,14,Champions
C027293,4,5,30675.46,5,4,2,11,Loyal
C027294,19,7,63913.95,4,5,4,13,Champions
C027295,11,8,113083.95999999999,4,5,5,14,Champions
C027296,34,3,41185.35,3,2,3,8,Regular
C027297,104,8,81758.7,1,5,4,10,At Risk
C027298,0,4,60491.94,5,3,4,12,Regular
C027299,319,3,26926.5,1,2,2,5,Churn Risk
C027300,6,1,20584.23,5,1,2,8,Regular
C027301,1,9,178695.19,5,5,5,15,Champions
C027302,171,3,42712.56,1,2,3,6,Regular
C027303,12,5,128448.83000000002,4,4,5,13,Champions
C027304,1,3,28292.05,5,2,2,9,Regular
C027305,21,7,97237.09,3,5,5,13,Regular
C027306,23,5,35713.11,3,4,3,10,Regular
C027307,50,3,57374.3,2,2,4,8,Regular
C027308,64,7,19574.600000000002,2,5,2,9,Regular
C027309,33,4,36723.58,3,3,3,9,Regular
C027310,271,3,42277.69,1,2,3,6,Regular
C027311,19,7,54220.58,4,5,3,12,Regular
C027312,22,6,76259.06,3,4,4,11,Regular
C027313,548,2,7389.58,1,1,1,3,Churn Risk
C027314,6,4,12203.43,5,3,1,9,Loyal
C027315,32,5,69661.95,3,4,4,11,Regular
C027316,6,6,27756.96,5,4,2,11,Loyal
C027317,109,4,87119.35,1,3,4,8,Regular
C027318,9,6,53095.93,5,4,3,12,Regular
C027319,23,9,164411.93,3,5,5,13,Regular
C027321,12,4,15508.899999999998,4,3,2,9,Loyal
C027322,5,2,11322.18,5,1,1,7,Regular
C027323,88,3,31595.75,1,2,2,5,Churn Risk
C027324,29,5,45829.44,3,4,3,10,Regular
C027325,4,5,92170.43,5,4,5,14,Champions
C027326,3,6,100630.07,5,4,5,14,Champions
C027327,31,6,56161.71000000001,3,4,4,11,Regular
C027328,13,5,33351.83,4,4,2,10,Loyal
C027329,243,2,24338.23,1,1,2,4,Churn Risk
C027330,14,6,116421.0,4,4,5,13,Champions
C027331,29,5,56034.56,3,4,4,11,Regular
C027332,51,8,58150.3,2,5,4,11,At Risk
C027333,27,7,68855.42,3,5,4,12,Regular
C027334,21,10,96626.69,3,5,5,13,Regular
C027335,20,5,37574.75,3,4,3,10,Regular
C027336,18,2,15304.97,4,1,1,6,Regular
C027337,5,6,55086.11,5,4,3,12,Regular
C027338,113,2,24311.58,1,1,2,4,Churn Risk
C027339,101,4,50723.65,1,3,3,7,Regular
C027340,27,6,43418.840000000004,3,4,3,10,Regular
C027341,24,5,160484.9,3,4,5,12,Regular
C027342,19,6,42611.53,4,4,3,11,Regular
C027343,19,5,12617.900000000001,4,4,1,9,Loyal
C027344,18,6,82261.62000000001,4,4,4,12,Champions
C027345,354,2,33949.59,1,1,3,5,Regular
C027346,17,5,26357.510000000002,4,4,2,10,Loyal
C027347,3,5,65237.61,5,4,4,13,Champions
C027348,144,6,76606.49,1,4,4,9,At Risk
C027349,4,8,54762.51,5,5,3,13,Regular
C027350,16,5,60441.21,4,4,4,12,Champions
C027351,19,6,74907.01,4,4,4,12,Champions
C027353,61,1,16101.21,2,1,2,5,Churn Risk
C027354,53,5,31655.04,2,4,2,8,Regular
C027355,3,5,103442.4,5,4,5,14,Champions
C027356,188,4,26265.26,1,3,2,6,Regular
C027357,19,4,72301.43,4,3,4,11,Regular
C027358,19,8,78440.88,4,5,4,13,Champions
C027359,12,5,33601.68,4,4,3,11,Regular
C027360,0,6,56025.53,5,4,4,13,Champions
C027361,19,2,9711.77,4,1,1,6,Regular
C027362,15,4,69913.37,4,3,4,11,Regular
C027363,19,4,29423.05,4,3,2,9,Loyal
C027364,14,4,43459.59,4,3,3,10,Regular
C027365,8,4,28765.98,5,3,2,10,Loyal
C027366,3,4,51512.130000000005,5,3,3,11,Regular
C027367,82,2,22550.48,2,1,2,5,Churn Risk
C027368,57,5,96547.07999999999,2,4,5,11,At Risk
C027369,26,5,35981.3,3,4,3,10,Regular
C027370,41,5,48997.95,2,4,3,9,Regular
C027371,63,5,107826.03,2,4,5,11,At Risk
C027372,19,3,1689.1200000000001,4,2,1,7,Regular
C027373,30,7,46581.189999999995,3,5,3,11,Regular
C027374,46,9,93855.65,2,5,5,12,At Risk
C027375,28,5,43199.189999999995,3,4,3,10,Regular
C027376,46,3,15078.96,2,2,1,5,Churn Risk
C027377,75,5,64305.86,2,4,4,10,At Risk
C027378,3,5,82747.68000000001,5,4,4,13,Champions
C027379,71,5,124591.18000000001,2,4,5,11,At Risk
C027380,9,1,13032.71,5,1,1,7,Regular
C027381,80,4,26745.71,2,3,2,7,Regular
C027382,30,6,135473.74,3,4,5,12,Regular
C027383,7,5,73274.48,5,4,4,13,Champions
C027384,66,3,34453.56,2,2,3,7,Regular
C027385,3,6,65869.13,5,4,4,13,Champions
C027386,70,4,24766.800000000003,2,3,2,7,Regular
C027387,16,4,36295.509999999995,4,3,3,10,Regular
C027388,7,4,46415.73,5,3,3,11,Regular
C027389,267,3,14186.689999999999,1,2,1,4,Churn Risk
C027390,5,3,6491.66,5,2,1,8,Regular
C027391,37,6,130534.53,2,4,5,11,At Risk
C027392,22,3,33240.81,3,2,2,7,Regular
C027393,8,6,28872.73,5,4,2,11,Loyal
C027394,19,8,125323.92,4,5,5,14,Champions
C027395,18,8,147529.83,4,5,5,14,Champions
C027396,54,5,114230.94,2,4,5,11,At Risk
C027397,12,5,86172.11,4,4,4,12,Champions
C027398,114,4,50933.13,1,3,3,7,Regular
C027399,50,5,87328.21,2,4,4,10,At Risk
C027400,408,2,58711.07,1,1,4,6,Regular
C027401,7,3,34942.33,5,2,3,10,Regular
C027402,1,7,76279.51,5,5,4,14,Champions
C027403,6,7,69628.24,5,5,4,14,Champions
C027404,18,5,82910.75,4,4,4,12,Champions
C027405,319,1,1635.53,1,1,1,3,Churn Risk
C027406,19,7,128940.23999999999,4,5,5,14,Champions
C027407,28,6,163480.98,3,4,5,12,Regular
C027408,14,7,24409.56,4,5,2,11,Loyal
C027409,151,2,9637.07,1,1,1,3,Churn Risk
C027410,39,4,50500.53,2,3,3,8,Regular
C027411,122,4,8026.15,1,3,1,5,Regular
C027412,20,1,14343.88,3,1,1,5,Regular
C027413,367,1,107.5,1,1,1,3,Churn Risk
C027414,204,4,37231.98,1,3,3,7,Regular
C027415,39,6,92191.06,2,4,5,11,At Risk
C027416,194,6,89035.57,1,4,5,10,At Risk
C027417,40,5,33825.490000000005,2,4,3,9,Regular
C027418,380,4,29678.96,1,3,2,6,Regular
C027419,16,2,62231.82,4,1,4,9,Growth
C027420,64,2,23786.43,2,1,2,5,Churn Risk
C027421,425,1,14757.06,1,1,1,3,Churn Risk
C027422,12,4,63449.600000000006,4,3,4,11,Regular
C027423,14,4,21188.08,4,3,2,9,Loyal
C027424,16,3,53028.39,4,2,3,9,Regular
C027425,31,3,21826.85,3,2,2,7,Regular
C027426,19,3,7571.139999999999,4,2,1,7,Regular
C027427,8,7,59255.49,5,5,4,14,Champions
C027428,62,3,68750.86,2,2,4,8,Regular
C027429,268,3,24851.510000000002,1,2,2,5,Churn Risk
C027430,3,6,66123.15,5,4,4,13,Champions
C027431,0,2,54646.48,5,1,3,9,Regular
C027432,0,4,89976.1,5,3,5,13,Regular
C027433,95,7,105191.33,1,5,5,11,At Risk
C027434,0,7,86807.52,5,5,4,14,Champions
C027435,71,5,102945.3,2,4,5,11,At Risk
C027436,38,6,35972.020000000004,2,4,3,9,Regular
C027437,4,5,70717.63,5,4,4,13,Champions
C027438,18,6,82583.1,4,4,4,12,Champions
C027440,213,4,26938.66,1,3,2,6,Regular
C027441,89,3,20280.8,1,2,2,5,Churn Risk
C027442,27,7,97516.87999999999,3,5,5,13,Regular
C027443,2,5,118788.58,5,4,5,14,Champions
C027444,3,5,60748.8,5,4,4,13,Champions
C027445,0,4,20229.66,5,3,2,10,Loyal
C027446,20,5,151686.91,3,4,5,12,Regular
C027447,13,6,142034.57,4,4,5,13,Champions
C027448,20,3,14005.23,3,2,1,6,Regular
